"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"298581",55064412,"Star Distribution UK Ltd",2,15,225,545808.5,182428.6,1,10002167710,"1000001811240090",1,545803.2,182448.5,4000000030245019,3,20.6,"Unit 15 The I O Centre 59-71","River Road","Barking","Greater London","IG11 0DR","Y","Barking and Dagenham London Boro",2085947100,"www.stardistribution.co.uk","","","","118 Information","2015-03-01"
"298917",54962077,"Swift Car Repairs",2,13,212,545985,183653.9,1,100053055,"0001000007371760",9,546053.4,183650.2,4000000031234981,2,68.5,"67-67a Barking Industrial Park","Alfreds Way","Barking","Greater London","IG11 0TJ","Y","Barking and Dagenham London Boro",2085917998,"","","","","118 Information","2015-03-01"
"298951",54829634,"West & Coe Ltd",2,10,165,547837.6,185753.8,1,100023652,"0001000000051980",2,547825.9,185731.1,4000000030156683,5,25.6,"372","Parsloes Avenue","Dagenham","Greater London","RM9 5QP","Y","Barking and Dagenham London Boro",2085922628,"www.westcoe.co.uk","West & Coe","","","118 Information","2015-03-01"
"298986",54765206,"F P Associates Ltd",2,9,135,546358.1,187332.8,1,100023582387,"0001000007473500",2,546372.3,187331.7,4000000030156752,3,14.2,"36a","Goodmayes Road","Ilford","Greater London","IG3 9UR","Y","Redbridge London Boro",2085861846,"","","","","118 Information","2015-03-01"
"299258",54546111,"Form Architecture",2,4,63,551951.1,187843,1,100023213022,"0001000000286640",2,551938.4,187838.4,4000000030263062,3,13.5,"85","Craigdale Road","Hornchurch","Greater London","RM11 1AF","Y","Havering London Boro",1708741235,"www.formarchitecture.ltd.uk","","","","118 Information","2015-03-01"
"300168",55060260,"Lockson",2,15,223,548047,187384.6,1,10023592613,"0001000000121155",6,548042,187462.7,4000000031179825,2,78.3,"Unit 1 Heath Park Industrial Estate","Freshwater Road","Dagenham","Greater London","RM8 1RX","Y","Barking and Dagenham London Boro",2085972889,"www.lockson.co.uk","","","","118 Information","2015-03-01"
"300218",54838906,"Jason Ellis",2,10,156,550920.3,187453.5,1,100023516664,"0001000000222006",4,550935.3,187447.9,4000000030365962,5,16,"78b","Dagenham Road","Romford","Greater London","RM7 0DA","Y","Havering London Boro",1708746826,"","","","","118 Information","2015-03-01"
"300227",55050681,"Elm Park Cobbler",2,13,793,552633,185881,1,100023213864,"0001000000342389",2,552623.8,185896.8,4000000030262982,2,18.2,"186","Elm Park Avenue","Hornchurch","Greater London","RM12 4SD","Y","Havering London Boro",1708471722,"","","","","118 Information","2015-03-01"
"300894",55048396,"Angels Couriers Ltd",2,15,222,545019.6,182967.5,1,NA,"0001000007371330",7,544996,183031,4000000030156238,11,67.7,"Unit 16 River Road Business Park 33","River Road","Barking","Greater London","IG11 0DA","Y","Barking and Dagenham London Boro",2085947444,"www.angelscouriers.com","","","","118 Information","2015-03-01"
"300984",55037222,"Chaucer Freight Ltd",2,15,223,550847.7,181650.3,1,10091834068,"0001000000212096",2,550896.1,181644.1,4000000031147005,2,48.8,"Fairview Industrial Park","Marsh Way","Rainham","Greater London","RM13 8UH","Y","Havering London Boro",1708555338,"www.chaucerfreight.com","","","","118 Information","2015-03-01"
"300998",55046232,"Safestore Ltd",2,15,221,546312.8,187381.6,1,10034932876,"0001000007473554",3,546303.9,187405,4000000030257474,2,25,"778-784","High Road","Ilford","Greater London","IG3 8SY","Y","Redbridge London Boro",2085038140,"www.safestore.co.uk","Safestore","","","118 Information","2015-03-01"
"301122",54914881,"Moving Pad",2,11,190,549070,184882,1,100025810,"0001000000157563",2,549062.5,184861.2,4000000030159446,6,22.1,"1-3a","Reede Road","Dagenham","Greater London","RM10 8DP","Y","Barking and Dagenham London Boro",2085951133,"www.movingpad.com","","","","118 Information","2015-03-01"
"301152",54999934,"Fix Auto",2,13,212,550005.7,185490.8,1,100091275,"1000002035451430",10,550067.2,185520.4,4000000030159641,5,68.2,"429-431","Rainham Road South","Dagenham","Greater London","RM10 8XE","Y","Barking and Dagenham London Boro",2085926111,"www.fixauto.com","","","","118 Information","2015-03-01"
"301272",55082485,"Eaststreet Shop for Young People",6,35,816,544289.8,184157.1,1,100055717,"0001000007190963",6,544276.8,184188.9,5000005109391535,1,34.4,"63","East Street","Barking","Greater London","IG11 8EJ","Y","Barking and Dagenham London Boro",2082704646,"","","","","118 Information","2015-03-01"
"301280",55011066,"Don Autos",2,13,212,549556.8,185711.3,1,10091834472,"0001000000160066",2,549606.8,185714.5,4000000030159614,4,50.1,"Unit 1-2 Redif House","Wantz Road","Dagenham","Greater London","RM10 8PS","Y","Barking and Dagenham London Boro",2085929712,"","","","","118 Information","2015-03-01"
"301603",54899328,"Real Move Estates",2,11,190,548081.7,188007.3,1,100013029,"0001000000123705",6,548076.4,188026.2,4000000030258932,3,19.6,"100","High Road","Romford","Greater London","RM6 6NX","Y","Barking and Dagenham London Boro",2085905333,"www.realmoveestates.co.uk","","","","118 Information","2015-03-01"
"301703",55003485,"Khalsa",2,13,212,542889.5,183280.5,1,46079267,"0001000041886636",4,542903.4,183283.9,4000000030255780,4,14.3,"Wellington Garage 118","Wellington Road","London","Greater London","E6 6EA","Y","Newham London Boro",2084721941,"www.khalsamotors.co.uk","","","","118 Information","2015-03-01"
"301952",54935645,"Househunter Ltd",2,11,192,546358.4,187357.1,1,NA,"0001000007473518",3,546374,187355.9,4000000030257475,3,15.6,"32","Goodmayes Road","Ilford","Greater London","IG3 9UN","Y","Redbridge London Boro",2085903202,"www.househunter.ltd.uk","","","","118 Information","2015-03-01"
"302117",54943907,"Jackson's V T R A",2,13,205,551255.7,187078.1,1,100065115,"0001000000288647",2,551243.6,187090.7,4000000030103577,4,17.4,"59","Laurel Crescent","Romford","Greater London","RM7 0RU","Y","Barking and Dagenham London Boro",2085920797,"www.jacksonsvtra.co.uk","","","","118 Information","2015-03-01"
"302122",54961594,"C B Autos",2,13,212,545985,183653.9,1,100053051,"0001000007371760",9,546053.4,183650.2,4000000031234981,2,68.5,"70b Barking Industrial Park","Alfreds Way","Barking","Greater London","IG11 0TJ","Y","Barking and Dagenham London Boro",2085910619,"","","","","118 Information","2015-03-01"
"302135",55081003,"Haven Breakdown & Recovery",2,10,777,545146.9,184699.8,1,100043119,"0001000007376551",4,545136.7,184687.7,4000000030156334,3,15.8,"50","Hurstbourne Gardens","Barking","Greater London","IG11 9UX","Y","Barking and Dagenham London Boro",2085077604,"","","","","118 Information","2015-03-01"
"302160",54913014,"Longbridge Estates",2,11,191,543657.1,184072.8,1,10091799989,"0001000042419784",4,543664.2,184030,4000000030256491,5,43.4,"Fortis House 160","London Road","Barking","Greater London","IG11 8BB","Y","Barking and Dagenham London Boro",2085914455,"www.zoopla.co.uk","","","","118 Information","2015-03-01"
"302238",54978559,"Motorised UK Ltd",2,13,212,548864.8,186846.1,1,100012176,"0001000000114433",3,548863.9,186864.2,4000000030159671,2,18.1,"1144","Green Lane","Dagenham","Greater London","RM8 1BP","Y","Barking and Dagenham London Boro",2085933004,"www.mot-service.com","","","","118 Information","2015-03-01"
"302264",54922106,"Dada Investments Ltd",2,11,194,550956.3,184574.1,1,100069358,"0001000000214720",2,550943.4,184582.7,4000000030262592,2,15.4,"162","Manor Road","Dagenham","Greater London","RM10 8BJ","Y","Barking and Dagenham London Boro",2085955448,"","","","","118 Information","2015-03-01"
"302412",54480029,"J A Huckins",2,14,214,550893,187263.3,1,100101985,"0001000000221089",2,550915.5,187262.3,4000000030103542,7,22.5,"124-128","Dagenham Road","Romford","Greater London","RM7 0TJ","Y","Barking and Dagenham London Boro",1708722605,"www.huckins.co.uk","","","","118 Information","2015-03-01"
"302461",54796365,"Cutting Experience",2,10,156,549054.4,183646.5,1,100068887,"0001000000154619",3,549041.5,183633.7,4000000031019497,1,18.2,"12","Goresbrook Road","Dagenham","Greater London","RM9 6UR","Y","Barking and Dagenham London Boro",2085930717,"","","","","118 Information","2015-03-01"
"302500",54771250,"Crowley Financial",2,9,150,552256.3,187843.5,1,100021332489,"0001000000350573",2,552251.4,187858.1,4000000030160172,3,15.4,"32","Hillcrest Road","Hornchurch","Greater London","RM11 1EB","Y","Havering London Boro",1708478127,"","","","","118 Information","2015-03-01"
"302506",55039526,"Direct Shipping Agencies Ltd",2,15,225,547396.7,183241.3,1,10023593685,"0001000000047485",4,547264,183076.3,4000000030464005,4,211.7,"Administration Building  Box Lane","Renwick Road","Barking","Greater London","IG11 0SQ","Y","Barking and Dagenham London Boro",2085930316,"","","","","118 Information","2015-03-01"
"302645",54479300,"Alburtec Central Heating",2,3,56,549811.7,190835,1,100021380273,"0001000000173482",4,549816.3,190817.3,4000000030160300,3,18.3,"44","Hulse Avenue","Romford","Greater London","RM7 8NT","Y","Havering London Boro",1708725657,"","","","","118 Information","2015-03-01"
"302666",54490202,"All Plastering",2,3,55,546925.4,187771.3,1,100022266128,"0001000007471477",3,546930.8,187787.9,4000000030257503,5,17.4,"130","Primrose Avenue","Romford","Greater London","RM6 4PR","Y","Redbridge London Boro",2085972846,"","","","","118 Information","2015-03-01"
"302741",55044564,"Thameside Freight Services",2,15,223,546873.8,183612.4,1,100091428,"0001000007459222",4,546878.3,183639.3,4000000030156365,3,27.3,"Castle Works 721","Ripple Road","Barking","Greater London","IG11 0SN","Y","Barking and Dagenham London Boro",2085178531,"","","","","118 Information","2015-03-01"
"302830",54475301,"Haven Landscapes",2,14,214,548102.8,188648,1,100008638,"0001000000121298",2,548102.8,188667,4000000030157570,3,19,"1","East Park Close","Romford","Greater London","RM6 6XX","Y","Barking and Dagenham London Boro",2085989351,"www.haven-landscapes.com","","","","118 Information","2015-03-01"
"302834",55082714,"Economic Fencing Co",2,3,778,551837.8,188401.1,1,100023211195,"0001000000291462",3,551853.9,188409.1,4000000030103749,3,18,"48-50","Albert Road","Romford","Greater London","RM1 2PP","Y","Havering London Boro",1708734274,"","","","","118 Information","2015-03-01"
"302904",54838585,"Sunsation Tanning Centre",2,10,156,549088.6,184870.3,1,100026071,"0001000000157533",2,549084.2,184854.1,4000000030159446,6,16.8,"7","Reede Road","Dagenham","Greater London","RM10 8DP","Y","Barking and Dagenham London Boro",2089848847,"","","","","118 Information","2015-03-01"
"303878",54445831,"English Trees",2,3,52,551786.5,186781.7,1,100021343969,"0001000000284668",2,551766.9,186778.6,4000000030263029,3,19.9,"145","Upper Rainham Road","Hornchurch","Greater London","RM12 4ES","Y","Havering London Boro",1708442574,"","","","","118 Information","2015-03-01"
"303888",55057590,"M Wynter Shoe Repairs",2,13,793,547668.5,187914.8,1,100023217782,"0001000000060979",3,547676.5,187895.7,4000000030258905,2,20.7,"1211","High Road","Romford","Greater London","RM6 4AL","Y","Redbridge London Boro",2085971228,"","","","","118 Information","2015-03-01"
"303943",54544494,"Alan Pipe & Partners",2,4,63,548726.6,190637.4,1,10023593753,"0001000000126214",3,548702.7,190662.3,4000000030366593,2,34.5,"","Collier Row Road","Romford","Greater London","RM5 2BH","Y","Barking and Dagenham London Boro",2089838127,"www.alanpipe.com","","","","118 Information","2015-03-01"
"304132",54869216,"Chameleons Tattoo",2,10,180,547770.1,185748.8,1,100024180,"0001000000052324",2,547783.6,185739.8,4000000030156671,2,16.2,"20","Porters Avenue","Dagenham","Greater London","RM8 2AQ","Y","Barking and Dagenham London Boro",2085928753,"www.chameleonstattoos.co.uk","","","","118 Information","2015-03-01"
"304141",55061560,"Elm Cars",2,15,230,549069.1,184707.8,1,10023599451,"0001000000157628",2,549050.5,184705.1,4000000030103499,4,18.7,"246","Heathway","Dagenham","Greater London","RM10 8QS","Y","Barking and Dagenham London Boro",2085932222,"","","","","118 Information","2015-03-01"
"304318",55072247,"Romford Recovery & Recycling",2,10,777,549363.3,187547.2,1,100021395815,"0001000000167686",2,549381.7,187547.6,4000000030262924,2,18.4,"42","Seabrook Gardens","Romford","Greater London","RM7 0EU","Y","Havering London Boro",7837998228,"","","","","118 Information","2015-03-01"
"304341",55061086,"Comfort Cars Ltd",2,15,230,545210.6,185998.8,1,100022218253,"0001000007380227",6,545209.7,185985.2,4000000030156537,3,13.7,"361","Henley Road","Ilford","Greater London","IG1 2TH","Y","Redbridge London Boro",2084785050,"www.comfortcar.co.uk","","","","118 Information","2015-03-01"
"304354",55044555,"Escombe Lambert Ltd",2,15,223,544383.1,184461.4,1,10091800157,"0001000007191277",3,544367.3,184440,4000000030156287,12,26.6,"Wigham House","Wakering Road","Barking","Greater London","IG11 8PJ","Y","Barking and Dagenham London Boro",2087091600,"","","","","118 Information","2015-03-01"
"304383",54948877,"J P Drain",2,12,200,550058.4,187715.8,1,100021368857,"0001000000220550",2,550055.6,187742.8,4000000031047119,2,27.1,"55","Crow Lane","Romford","Greater London","RM7 0EP","Y","Havering London Boro",1708747317,"","","","","118 Information","2015-03-01"
"304608",55074126,"Roger Crawford",2,10,776,543877.8,185804.3,1,100023582866,"0001000007106973",4,543855.4,185796.8,4000000030428193,3,23.6,"183","Ilford Lane","Ilford","Greater London","IG1 2RT","Y","Redbridge London Boro",2084781095,"","","","","118 Information","2015-03-01"
"304638",55085258,"Central Security Ltd",2,4,71,547758,187841,1,100029290,"0001000000060663",3,547746.1,187843.6,4000000030361371,3,12.1,"19","Station Road","Chadwell Heath, Romford","Greater London","RM6 4BE","Y","Barking and Dagenham London Boro",2082709442,"www.centralsecurity.co.uk","","","","118 Information","2015-03-01"
"304774",54415676,"Thompson Interiors",7,37,481,549556.8,185711.3,1,100091252,"0001000000160066",2,549606.8,185714.5,4000000030159614,4,50.1,"Unit 15 Redif House","Wantz Road","Dagenham","Greater London","RM10 8PS","Y","Barking and Dagenham London Boro",2085957243,"","","","","118 Information","2015-03-01"
"304915",55029279,"P A L",2,14,214,545928.3,183633.5,1,100053080,"0001000007371761",4,545961,183545.5,4000000030082842,6,93.9,"37 Barking Industrial Park","Alfreds Way","Barking","Greater London","IG11 0TJ","Y","Barking and Dagenham London Boro",2085945600,"www.palcabinets.com","","","","118 Information","2015-03-01"
"305049",55041028,"Copsey",2,15,223,549651.4,187745.6,1,100021368901,"0001000000167507",3,549650.9,187721.2,4000000031179516,3,24.4,"178","Crow Lane","Romford","Greater London","RM7 0ES","Y","Havering London Boro",1708724213,"www.copsey.org.uk","","","","118 Information","2015-03-01"
"305111",54951242,"J C Metal Recycling",2,12,200,549855.7,189308.8,1,100021385646,"0001000000171894",3,549853.6,189295.9,4000000030431152,2,13.1,"72","Marlborough Road","Romford","Greater London","RM7 8AJ","Y","Havering London Boro",1708748398,"www.jcscrapmetal.co.uk","","","","118 Information","2015-03-01"
"305224",55088206,"Hi Residential",2,11,190,546375.6,180810.7,1,10010194732,"0001000007457319",2,546387,180840,4000000030350133,2,31.4,"18","Joyce Dawson Way","London","Greater London","SE28 8RA","Y","Greenwich London Boro",2083124111,"www.hi-residential.com","","","","118 Information","2015-03-01"
"305242",54955226,"Edwards Waste Paper Ltd",2,12,202,546430.4,182711.1,1,100102624,"0001000007459102",2,546354.4,182710.1,4000000030245107,2,76,"","Gallions Close","Barking","Greater London","IG11 0JD","Y","Barking and Dagenham London Boro",2085072277,"www.edwardsrecycling.co.uk","","","","118 Information","2015-03-01"
"305263",55072938,"D A Smith Fencing",2,3,778,549933.9,190648.5,1,100021384573,"0001000000172847",2,549918.4,190649.4,4000000030715623,3,15.5,"59","Lynton Avenue","Romford","Greater London","RM7 8NH","Y","Havering London Boro",1708766661,"","","","","118 Information","2015-03-01"
"305286",54965763,"M & S",2,13,212,544262.6,184750.8,1,100055579,"0001000042431796",4,544271.4,184760.2,4000000030156294,2,12.9,"143","Fanshawe Avenue","Barking","Greater London","IG11 8RF","Y","Barking and Dagenham London Boro",7956231657,"","","","","118 Information","2015-03-01"
"305371",54943738,"C A King",2,13,210,542765.3,183694.2,1,46071548,"0001000041883946",2,542752.2,183690.9,4000000030155839,6,13.5,"18","Streatfeild Avenue","London","Greater London","E6 2LA","Y","Newham London Boro",2085524225,"","","","","118 Information","2015-03-01"
"305391",55031352,"P S Pitamber",2,15,225,545519.8,186139.9,1,100022244064,"0001000007385401",3,545501.9,186143,4000000030156546,6,18.2,"73","Water Lane","Ilford","Greater London","IG3 9HW","Y","Redbridge London Boro",2085903944,"","","","","118 Information","2015-03-01"
"305396",55031585,"Regency International",2,15,223,551807.4,187415,1,100023213874,"0001000000288220",3,551803.9,187430.9,4000000030366032,2,16.2,"321a","Hornchurch Road","Hornchurch","Greater London","RM12 4TQ","Y","Havering London Boro",1708620200,"www.regencyintlgb.com","","","","118 Information","2015-03-01"
"305456",54958693,"Arrow Service Centre",2,13,212,546573.6,185745.9,1,100090550,"0001000007464544",4,546575.4,185764.9,4000000030257273,3,19.1,"580","Longbridge Road","Dagenham","Greater London","RM8 2AR","Y","Barking and Dagenham London Boro",2089838242,"","","","","118 Information","2015-03-01"
"305459",54958247,"E Com Electrics",2,13,212,549666,185616,1,100051271,"0001000000160000",2,549612.9,185613.1,4000000031179609,3,53.2,"4 Pollyte Works","Wantz Road","Dagenham","Greater London","RM10 8PS","N","Barking and Dagenham London Boro",2085951519,"","","","","118 Information","2015-03-01"
"305496",55039969,"Euroglobe Distributors Ltd",2,15,223,546030.8,181791,1,100047850,"0001000007458571",4,546017.8,181749.4,4000000030100556,9,43.6,"Unit 11  Buzzard Creek Industrial Estate","River Road","Barking","Greater London","IG11 0EL","Y","Barking and Dagenham London Boro",2085941163,"","","","","118 Information","2015-03-01"
"305553",54966371,"Nukar Motor Engineers",2,13,212,548270.6,187514,1,100009832,"0001000000119063",4,548253.7,187543.2,4000000031179825,2,33.8,"Freshwater Garage","Freshwater Road","Dagenham","Greater London","RM8 1SH","Y","Barking and Dagenham London Boro",2085974070,"","","","","118 Information","2015-03-01"
"305603",54571026,"Tricon",2,4,68,544002.6,183656.8,1,100092470,"0001000007187567",5,544029,183660,4000000030156225,6,26.6,"Unit 6-8 Navigation House  Town Quay Wharf","Abbey Road","Barking","Greater London","IG11 7BZ","Y","Barking and Dagenham London Boro",2085915593,"www.tricon.co.uk","","","","118 Information","2015-03-01"
"305646",55044245,"Gem Couriers",2,15,222,547847,181231.6,1,100023267019,"0001000000045740",2,547847,181211,4000000030460989,3,20.6,"29","Woburn Close","London","Greater London","SE28 8QZ","Y","Bexley London Boro",7958707895,"","","","","118 Information","2015-03-01"
"305682",55067271,"A M B A Forwarding Ltd",2,15,223,545678.9,182139,1,100047738,"0001000007371578",2,545649.2,182128.4,4000000030100556,9,31.5,"Unit 6  77-87 Trafalgar Business Centre","River Road","Barking","Greater London","IG11 0JU","Y","Barking and Dagenham London Boro",2085911600,"www.ambaforwarding.com","","","","118 Information","2015-03-01"
"305781",55086893,"M & S French Polishers",2,13,206,549200.6,191074.8,1,100021383649,"0001000000178486",2,549220.4,191076,4000000030103791,4,19.8,"17","Lodge Lane","Romford","Greater London","RM5 2LJ","Y","Havering London Boro",7879214812,"www.mandsfrenchpolishing.co.uk","","","","118 Information","2015-03-01"
"305991",55012357,"Victoria Bodyworks Ltd",2,13,212,546412.2,187084.3,1,100023050740,"0001000007473260",2,546412.1,187103.3,4000000030102645,2,19,"2a","Castleton Road","Ilford","Greater London","IG3 9QR","Y","Redbridge London Boro",2085908361,"","","","","118 Information","2015-03-01"
"306029",55055790,"Timpson",2,13,793,544400,184110,1,NA,"0001000007191431",4,544388.5,184100.8,5000005111018028,1,14.8,"Unit 21b Vicarage Field Ripple Road","","Barking","Greater London","IG11 8DG","N","Barking and Dagenham London Boro",2085943419,"www.timpson.com","Timpson","","","118 Information","2015-03-01"
"306087",54783267,"Countrywide Mortgage Services",2,9,150,549066.4,184724.8,1,10002168129,"0001000000157626",2,549048.1,184722.1,4000000030103499,4,18.5,"252-254","Heathway","Dagenham","Greater London","RM10 8QS","Y","Barking and Dagenham London Boro",2085938073,"","","","","118 Information","2015-03-01"
"306233",54734601,"Spensars Accountants",2,9,135,542984.4,183963.6,1,46037977,"0001000041883768",3,542981.3,183976.6,4000000030155850,3,13.3,"25","Holland Road","London","Greater London","E6 2EW","Y","Newham London Boro",2084703635,"","","","","118 Information","2015-03-01"
"306279",54949587,"Dockgrange Scrap Metal Merchants Ltd",2,12,200,545758.3,181823.7,1,10091799898,"0001000007370859",2,545789.1,181847.1,4000000030100556,9,38.6,"72-76","River Road","Barking","Greater London","IG11 0DS","Y","Barking and Dagenham London Boro",2085912020,"","","","","118 Information","2015-03-01"
"306610",54803860,"Isaac Akande & Co Solicitors",2,9,154,549091.9,184530.3,1,100013927,"0001000000158104",3,549071.5,184528.5,4000000030262343,2,20.5,"210","Heathway","Dagenham","Greater London","RM10 9NR","Y","Barking and Dagenham London Boro",2085932992,"","","","","118 Information","2015-03-01"
"306714",55045115,"Kam Cars Ltd",2,60,113,547209.8,183008.2,1,100088961,"0001000000047730",2,547195.9,183009.6,4000000030360879,5,13.9,"8","Sovereign Road","Barking","Greater London","IG11 0XQ","Y","Barking and Dagenham London Boro",2089248720,"www.kamcars.com","","","","118 Information","2015-03-01"
"306744",54446536,"Cultural Landscapes",2,3,52,550373.9,186101.6,1,100066442,"0001000000219540",2,550392.4,186102.2,4000000030262843,2,18.5,"7","Park Drive","Dagenham","Greater London","RM10 7AA","Y","Barking and Dagenham London Boro",2085923430,"","","","","118 Information","2015-03-01"
"306762",54383034,"F G Ltd",2,3,45,546166.7,187087.7,1,100023050540,"0001000007473103",3,546171.3,187072,4000000030156731,2,16.3,"147","Felbrigge Road","Ilford","Greater London","IG3 9XH","Y","Redbridge London Boro",2085998106,"","","","","118 Information","2015-03-01"
"306787",55020442,"C S M Archives Storage & Distribution",2,15,221,548964,181944,1,10023593783,"0001000000104314",2,548909,181953,4000000030082639,5,55.7,"","Chequers Lane","Dagenham","Greater London","RM9 6PR","Y","Barking and Dagenham London Boro",2085960088,"www.csmarchives.co.uk","","","","118 Information","2015-03-01"
"306835",64115206,"Sam Elizabeth Ltd",2,4,71,544418.4,184387.5,1,10091800152,"0001000007191265",3,544424,184396.8,4000000031118532,1,10.9,"Trocoll House","Wakering Road","Barking","Greater London","IG11 8PD","Y","Barking and Dagenham London Boro",2085947189,"","","","","118 Information","2015-03-01"
"306886",54533439,"Eurovia Roadstone",2,3,59,548894.2,181907.1,1,100053970,"0001000041296594",2,548909,181953,4000000030082639,5,48.2,"1 Western Extension","Chequers Lane","Dagenham","Greater London","RM9 6QD","Y","Barking and Dagenham London Boro",2085937666,"","","","","118 Information","2015-03-01"
"306937",66664091,"Swimming Pool",4,24,304,549088,186802,1,NA,"5000005102865054",1,549138.3,186805.7,5000005102865125,2,50.4,"","","","Greater London","RM10","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"307258",54661796,"Mister Minibus Ltd",2,60,113,551119.2,184216.7,1,100021358248,"0001000000283528",3,551115.2,184204.1,4000000030365673,2,13.2,"5","Willoughby Drive","Rainham","Greater London","RM13 7SX","Y","Havering London Boro",1708524455,"","","","","118 Information","2015-03-01"
"307279",55047922,"Colton Commercials",2,15,223,545687.4,182601.9,1,100091663,"0001000007371233",3,545680.9,182621.8,4000000030350131,4,21,"1","Creek Road","Barking","Greater London","IG11 0JH","Y","Barking and Dagenham London Boro",2085945582,"www.coltons.co.uk","","","","118 Information","2015-03-01"
"307336",54796386,"Cut Above",2,10,156,549957.1,191130.2,1,100023217607,"0001000000176835",2,549930.2,191136,4000000030366648,6,27.5,"320a","Collier Row Lane","Romford","Greater London","RM5 3NL","Y","Havering London Boro",1708747980,"","","","","118 Information","2015-03-01"
"307734",54659315,"Tring Coaches",2,60,113,551464.1,183197,1,100021354554,"0001000000281956",2,551481.6,183192.6,4000000030262506,3,18,"74","Philip Road","Rainham","Greater London","RM13 8LU","Y","Havering London Boro",1708558308,"","","","","118 Information","2015-03-01"
"307956",55009267,"Formula 1 Autos",2,13,212,549591.6,187791.1,1,10033422264,"0001000000167607",3,549593.8,187721.4,4000000031179516,3,69.8,"Rear of 188","Crow Lane","Romford","Greater London","RM7 0ES","Y","Havering London Boro",1708767047,"","","","","118 Information","2015-03-01"
"307968",54746193,"Macturner Accounting Ltd",2,9,135,549978.2,184511.1,1,100090390,"0001000000158612",4,549976.6,184518.9,4000000030430751,6,8,"Petronne House 31","Church Street","Dagenham","Greater London","RM10 9UR","Y","Barking and Dagenham London Boro",2085953470,"www.macturner-accounting.co.uk","","","","118 Information","2015-03-01"
"308039",54959336,"C P K Motors",2,13,212,548045.8,187233.1,1,100016596,"0001000000121182",2,547940,187236.8,4000000031179600,4,105.9,"Unit E7  Chadwell Heath Industrial Park","Kemp Road","Dagenham","Greater London","RM8 1SL","Y","Barking and Dagenham London Boro",7778918126,"","","","","118 Information","2015-03-01"
"308046",54956516,"Sylhet Japanese",2,12,200,548902.2,182072.5,1,10023594164,"0001000000104689",5,548919,182071.1,4000000030082639,5,16.9,"75-77","Chequers Lane","Dagenham","Greater London","RM9 6QJ","Y","Barking and Dagenham London Boro",2089849768,"","","","","118 Information","2015-03-01"
"308318",54814385,"Liane Hairdressers",2,10,156,547662.1,187869.2,1,100023217765,"0001000000060765",4,547654.8,187886.6,4000000030258905,2,18.9,"1092","High Road","Romford","Greater London","RM6 4AB","Y","Redbridge London Boro",2085978848,"","","","","118 Information","2015-03-01"
"308623",54387119,"Stiffell & Wilson",2,3,45,548866.8,188202.9,1,100089846,"0001000000123216",2,548870.4,188186,4000000030263471,2,17.3,"319","High Road","Romford","Greater London","RM6 6AX","Y","Barking and Dagenham London Boro",2085997839,"www.stiffellandwilson.co.uk","","","","118 Information","2015-03-01"
"308652",54903535,"Fresh Wharf Estates",2,11,191,543852.9,183643.2,1,100057411,"0001000042416110",2,543833.1,183660.1,4000000030427989,5,26,"Unit 1 Fresh Wharf Estate","Highbridge Road","Barking","Greater London","IG11 7BP","Y","Barking and Dagenham London Boro",2085942400,"www.freshwharf.com","","","","118 Information","2015-03-01"
"309252",55071946,"Flowtech Exhausts",2,13,212,548062.2,187235.2,1,100016595,"0001000000121183",2,547940,187236.8,4000000031179600,4,122.2,"Unit F  Chadwell Heath Industrial Park","Kemp Road","Dagenham","Greater London","RM8 1SL","Y","Barking and Dagenham London Boro",2085861717,"","","","","118 Information","2015-03-01"
"309289",54426930,"J F Electrical Services",2,3,51,549822.2,191035.5,1,100021359399,"0001000000176914",3,549809,191027,4000000030366628,2,15.7,"12","Ash Close","Romford","Greater London","RM5 2AH","Y","Havering London Boro",1708745690,"","","","","118 Information","2015-03-01"
"309305",54862858,"Ironing Maids",2,10,158,547608.2,184608.7,1,100010527,"0001000000047919",2,547623.3,184609.9,4000000030256903,2,15.1,"490","Gale Street","Dagenham","Greater London","RM9 4NU","Y","Barking and Dagenham London Boro",2085956419,"","","","","118 Information","2015-03-01"
"309323",54773783,"D P P Law",2,9,154,548267.3,188052,1,100013022,"0001000000124107",3,548265.1,188067.9,4000000030258935,2,16.1,"150","High Road","Romford","Greater London","RM6 6NT","Y","Barking and Dagenham London Boro",2085975557,"www.dpp-law.com","","","","118 Information","2015-03-01"
"309359",54474819,"New Image Home Improvements Ltd",2,3,53,551970.2,188224.4,1,100021362461,"0001000000291558",3,551975,188200.6,4000000030160138,2,24.3,"105","Brentwood Road","Romford","Greater London","RM1 2SB","Y","Havering London Boro",1708768438,"www.newimagehome.co.uk","","","","118 Information","2015-03-01"
